surveyId,landsat_red_2008_1,landsat_red_2008_2,landsat_red_2008_3,landsat_red_2008_4,landsat_red_2009_1,landsat_red_2009_2,landsat_red_2009_3,landsat_red_2009_4,landsat_red_2010_1,landsat_red_2010_2,landsat_red_2010_3,landsat_red_2010_4,landsat_red_2011_1,landsat_red_2011_2,landsat_red_2011_3,landsat_red_2011_4,landsat_red_2012_1,landsat_red_2012_2,landsat_red_2012_3,landsat_red_2012_4,landsat_red_2013_1,landsat_red_2013_2,landsat_red_2013_3,landsat_red_2013_4,landsat_red_2014_1,landsat_red_2014_2,landsat_red_2014_3,landsat_red_2014_4,landsat_red_2015_1,landsat_red_2015_2,landsat_red_2015_3,landsat_red_2015_4,landsat_red_2016_1,landsat_red_2016_2,landsat_red_2016_3,landsat_red_2016_4,landsat_red_2017_1,landsat_red_2017_2,landsat_red_2017_3,landsat_red_2017_4,landsat_green_2008_1,landsat_green_2008_2,landsat_green_2008_3,landsat_green_2008_4,landsat_green_2009_1,landsat_green_2009_2,landsat_green_2009_3,landsat_green_2009_4,landsat_green_2010_1,landsat_green_2010_2,landsat_green_2010_3,landsat_green_2010_4,landsat_green_2011_1,landsat_green_2011_2,landsat_green_2011_3,landsat_green_2011_4,landsat_green_2012_1,landsat_green_2012_2,landsat_green_2012_3,landsat_green_2012_4,landsat_green_2013_1,landsat_green_2013_2,landsat_green_2013_3,landsat_green_2013_4,landsat_green_2014_1,landsat_green_2014_2,landsat_green_2014_3,landsat_green_2014_4,landsat_green_2015_1,landsat_green_2015_2,landsat_green_2015_3,landsat_green_2015_4,landsat_green_2016_1,landsat_green_2016_2,landsat_green_2016_3,landsat_green_2016_4,landsat_green_2017_1,landsat_green_2017_2,landsat_green_2017_3,landsat_green_2017_4,landsat_blue_2008_1,landsat_blue_2008_2,landsat_blue_2008_3,landsat_blue_2008_4,landsat_blue_2009_1,landsat_blue_2009_2,landsat_blue_2009_3,landsat_blue_2009_4,landsat_blue_2010_1,landsat_blue_2010_2,landsat_blue_2010_3,landsat_blue_2010_4,landsat_blue_2011_1,landsat_blue_2011_2,landsat_blue_2011_3,landsat_blue_2011_4,landsat_blue_2012_1,landsat_blue_2012_2,landsat_blue_2012_3,landsat_blue_2012_4,landsat_blue_2013_1,landsat_blue_2013_2,landsat_blue_2013_3,landsat_blue_2013_4,landsat_blue_2014_1,landsat_blue_2014_2,landsat_blue_2014_3,landsat_blue_2014_4,landsat_blue_2015_1,landsat_blue_2015_2,landsat_blue_2015_3,landsat_blue_2015_4,landsat_blue_2016_1,landsat_blue_2016_2,landsat_blue_2016_3,landsat_blue_2016_4,landsat_blue_2017_1,landsat_blue_2017_2,landsat_blue_2017_3,landsat_blue_2017_4,landsat_nir_2008_1,landsat_nir_2008_2,landsat_nir_2008_3,landsat_nir_2008_4,landsat_nir_2009_1,landsat_nir_2009_2,landsat_nir_2009_3,landsat_nir_2009_4,landsat_nir_2010_1,landsat_nir_2010_2,landsat_nir_2010_3,landsat_nir_2010_4,landsat_nir_2011_1,landsat_nir_2011_2,landsat_nir_2011_3,landsat_nir_2011_4,landsat_nir_2012_1,landsat_nir_2012_2,landsat_nir_2012_3,landsat_nir_2012_4,landsat_nir_2013_1,landsat_nir_2013_2,landsat_nir_2013_3,landsat_nir_2013_4,landsat_nir_2014_1,landsat_nir_2014_2,landsat_nir_2014_3,landsat_nir_2014_4,landsat_nir_2015_1,landsat_nir_2015_2,landsat_nir_2015_3,landsat_nir_2015_4,landsat_nir_2016_1,landsat_nir_2016_2,landsat_nir_2016_3,landsat_nir_2016_4,landsat_nir_2017_1,landsat_nir_2017_2,landsat_nir_2017_3,landsat_nir_2017_4
109905,18.0,18.0,14.0,13.0,16.0,19.0,13.0,13.0,16.0,16.0,14.0,13.0,15.0,18.0,14.0,12.0,18.0,17.0,10.0,13.0,18.0,18.0,13.0,13.0,19.0,16.0,14.0,12.0,18.0,16.0,11.0,9.0,17.0,15.0,13.0,15.0,89.0,18.0,13.0,11.0,19.0,17.0,15.0,14.0,18.0,17.0,14.0,13.0,18.0,15.0,14.0,12.0,17.0,17.0,15.0,16.0,17.0,16.0,11.0,13.0,16.0,17.0,13.0,14.0,17.0,15.0,14.0,14.0,16.0,17.0,13.0,11.0,16.0,16.0,14.0,14.0,84.0,17.0,16.0,12.0,9.0,8.0,5.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,6.0,5.0,7.0,8.0,6.0,7.0,8.0,7.0,4.0,6.0,8.0,8.0,6.0,6.0,9.0,8.0,6.0,6.0,8.0,8.0,5.0,4.0,7.0,8.0,7.0,7.0,75.0,8.0,8.0,5.0,77.0,66.0,62.0,70.0,79.0,63.0,65.0,62.0,79.0,64.0,61.0,71.0,81.0,71.0,64.0,81.0,73.0,60.0,63.0,69.0,74.0,68.0,61.0,65.0,73.0,64.0,61.0,68.0,72.0,73.0,65.0,69.0,75.0,74.0,70.0,61.0,131.0,65.0,76.0,68.0
110073,15.0,11.0,11.0,12.0,15.0,12.0,11.0,11.0,15.0,11.0,13.0,10.0,14.0,12.0,13.0,11.0,14.0,9.0,10.0,12.0,13.0,11.0,10.0,13.0,13.0,11.0,7.0,11.0,12.0,13.0,9.0,12.0,13.0,11.0,11.0,11.0,12.0,11.0,9.0,12.0,16.0,14.0,14.0,14.0,16.0,14.0,13.0,13.0,16.0,14.0,16.0,12.0,15.0,15.0,16.0,13.0,15.0,12.0,14.0,13.0,14.0,14.0,14.0,15.0,14.0,15.0,13.0,14.0,14.0,15.0,13.0,14.0,15.0,15.0,14.0,13.0,15.0,15.0,13.0,14.0,8.0,5.0,6.0,6.0,8.0,6.0,6.0,6.0,8.0,6.0,11.0,4.0,8.0,6.0,8.0,5.0,8.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,62.0,80.0,79.0,74.0,62.0,75.0,74.0,71.0,62.0,80.0,74.0,76.0,64.0,74.0,86.0,70.0,64.0,79.0,81.0,77.0,68.0,79.0,86.0,79.0,67.0,86.0,87.0,93.0,68.0,83.0,91.0,79.0,70.0,85.0,93.0,75.0,69.0,87.0,88.0,79.0
110085,17.0,41.0,10.0,20.0,17.0,10.0,34.0,25.0,17.0,39.0,11.0,14.0,23.0,16.0,22.0,23.0,16.0,38.0,9.0,23.0,15.0,27.0,34.0,14.0,15.0,17.0,32.0,31.0,13.0,9.0,42.0,22.0,16.0,37.0,18.0,19.0,17.0,12.0,34.0,30.0,19.0,30.0,17.0,19.0,19.0,12.0,23.0,23.0,19.0,32.0,18.0,17.0,23.0,16.0,20.0,21.0,18.0,33.0,16.0,19.0,17.0,25.0,26.0,17.0,17.0,21.0,28.0,24.0,16.0,12.0,31.0,20.0,17.0,29.0,23.0,18.0,18.0,13.0,26.0,24.0,7.0,15.0,6.0,9.0,7.0,6.0,11.0,11.0,7.0,17.0,7.0,8.0,10.0,8.0,9.0,10.0,8.0,15.0,6.0,10.0,9.0,12.0,13.0,7.0,9.0,8.0,15.0,12.0,7.0,6.0,16.0,9.0,8.0,15.0,10.0,7.0,7.0,6.0,14.0,13.0,76.0,54.0,116.0,87.0,80.0,81.0,72.0,78.0,76.0,63.0,115.0,104.0,76.0,76.0,96.0,54.0,88.0,65.0,117.0,46.0,96.0,70.0,64.0,96.0,102.0,118.0,78.0,58.0,96.0,89.0,77.0,59.0,90.0,59.0,103.0,51.0,74.0,88.0,64.0,54.0
110095,17.0,13.0,12.0,17.0,17.0,15.0,11.0,17.0,18.0,13.0,13.0,14.0,15.0,14.0,11.0,13.0,18.0,17.0,12.0,13.0,18.0,13.0,14.0,13.0,18.0,15.0,11.0,13.0,19.0,15.0,14.0,11.0,17.0,13.0,10.0,15.0,91.0,13.0,10.0,17.0,17.0,16.0,14.0,16.0,17.0,17.0,15.0,18.0,18.0,14.0,15.0,17.0,17.0,15.0,14.0,16.0,17.0,18.0,15.0,16.0,16.0,16.0,16.0,14.0,17.0,16.0,14.0,16.0,16.0,17.0,15.0,13.0,16.0,15.0,14.0,16.0,80.0,16.0,15.0,18.0,9.0,8.0,5.0,8.0,9.0,10.0,6.0,11.0,10.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,74.0,8.0,7.0,9.0,61.0,74.0,70.0,71.0,61.0,72.0,72.0,72.0,64.0,77.0,75.0,74.0,66.0,73.0,75.0,69.0,64.0,70.0,75.0,72.0,64.0,65.0,75.0,69.0,64.0,74.0,75.0,69.0,60.0,73.0,72.0,74.0,64.0,81.0,83.0,68.0,136.0,79.0,83.0,69.0
110110,11.0,9.0,8.0,10.0,10.0,9.0,7.0,8.0,11.0,10.0,8.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,10.0,12.0,9.0,7.0,12.0,11.0,9.0,7.0,9.0,12.0,10.0,7.0,14.0,16.0,11.0,7.0,8.0,16.0,8.0,7.0,11.0,12.0,12.0,10.0,12.0,12.0,12.0,10.0,12.0,12.0,11.0,10.0,12.0,11.0,12.0,10.0,12.0,12.0,13.0,12.0,12.0,12.0,12.0,11.0,14.0,13.0,13.0,11.0,12.0,13.0,14.0,12.0,15.0,16.0,15.0,11.0,13.0,15.0,13.0,11.0,13.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,5.0,6.0,8.0,6.0,4.0,6.0,51.0,68.0,73.0,59.0,49.0,69.0,76.0,65.0,48.0,62.0,75.0,68.0,53.0,74.0,76.0,70.0,48.0,84.0,75.0,67.0,48.0,76.0,81.0,61.0,50.0,77.0,71.0,66.0,40.0,86.0,85.0,68.0,55.0,69.0,87.0,78.0,52.0,79.0,81.0,62.0
110169,16.0,28.0,18.0,16.0,16.0,14.0,19.0,18.0,22.0,17.0,16.0,16.0,18.0,16.0,24.0,16.0,20.0,17.0,19.0,16.0,19.0,14.0,15.0,15.0,20.0,12.0,23.0,17.0,19.0,11.0,18.0,14.0,18.0,26.0,20.0,16.0,19.0,17.0,19.0,16.0,14.0,23.0,17.0,17.0,16.0,16.0,19.0,17.0,18.0,15.0,16.0,14.0,16.0,17.0,22.0,17.0,19.0,16.0,18.0,16.0,18.0,16.0,17.0,17.0,19.0,15.0,19.0,16.0,18.0,15.0,17.0,13.0,18.0,23.0,19.0,17.0,18.0,17.0,18.0,17.0,6.0,13.0,8.0,9.0,7.0,8.0,9.0,9.0,10.0,7.0,7.0,4.0,8.0,8.0,12.0,7.0,10.0,7.0,7.0,8.0,10.0,7.0,7.0,8.0,10.0,6.0,10.0,8.0,10.0,6.0,8.0,5.0,9.0,12.0,10.0,9.0,10.0,7.0,9.0,8.0,48.0,61.0,62.0,64.0,67.0,82.0,65.0,59.0,58.0,61.0,68.0,50.0,52.0,73.0,74.0,64.0,57.0,66.0,72.0,58.0,58.0,89.0,88.0,86.0,57.0,84.0,66.0,52.0,58.0,102.0,70.0,58.0,60.0,64.0,68.0,72.0,66.0,74.0,59.0,66.0
110173,18.0,17.0,11.0,14.0,18.0,18.0,11.0,12.0,18.0,11.0,12.0,12.0,18.0,13.0,12.0,12.0,18.0,16.0,8.0,11.0,18.0,22.0,10.0,11.0,18.0,14.0,10.0,12.0,18.0,17.0,11.0,14.0,26.0,13.0,12.0,15.0,20.0,18.0,11.0,15.0,19.0,19.0,16.0,16.0,19.0,19.0,16.0,16.0,19.0,15.0,15.0,15.0,19.0,15.0,17.0,16.0,19.0,18.0,12.0,16.0,19.0,22.0,16.0,15.0,19.0,18.0,16.0,17.0,19.0,20.0,18.0,17.0,23.0,17.0,17.0,17.0,19.0,20.0,17.0,17.0,9.0,9.0,6.0,6.0,9.0,10.0,6.0,6.0,9.0,5.0,6.0,3.0,9.0,6.0,7.0,5.0,9.0,8.0,5.0,5.0,9.0,10.0,5.0,5.0,9.0,7.0,5.0,6.0,9.0,9.0,6.0,7.0,13.0,6.0,6.0,8.0,10.0,8.0,6.0,8.0,72.0,93.0,103.0,90.0,72.0,69.0,93.0,96.0,72.0,91.0,118.0,89.0,72.0,98.0,102.0,101.0,72.0,96.0,75.0,104.0,72.0,101.0,105.0,98.0,72.0,109.0,112.0,107.0,83.0,93.0,105.0,91.0,87.0,96.0,107.0,97.0,85.0,100.0,118.0,81.0
110174,15.0,13.0,11.0,15.0,15.0,15.0,13.0,15.0,15.0,16.0,13.0,16.0,15.0,14.0,12.0,14.0,15.0,13.0,10.0,13.0,15.0,20.0,12.0,15.0,15.0,16.0,12.0,14.0,15.0,20.0,8.0,15.0,15.0,17.0,12.0,17.0,17.0,19.0,14.0,14.0,16.0,15.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,17.0,15.0,17.0,15.0,16.0,15.0,15.0,15.0,14.0,14.0,15.0,15.0,18.0,17.0,16.0,15.0,17.0,15.0,15.0,15.0,19.0,14.0,15.0,15.0,17.0,16.0,16.0,16.0,19.0,17.0,15.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,8.0,7.0,7.0,5.0,8.0,5.0,6.0,5.0,9.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,10.0,8.0,6.0,72.0,68.0,84.0,65.0,72.0,66.0,75.0,68.0,69.0,79.0,67.0,77.0,69.0,70.0,77.0,77.0,69.0,65.0,87.0,77.0,69.0,74.0,86.0,78.0,69.0,71.0,90.0,78.0,69.0,69.0,97.0,71.0,69.0,73.0,87.0,72.0,69.0,69.0,90.0,72.0
110201,19.0,20.0,15.0,17.0,19.0,16.0,18.0,17.0,21.0,22.0,17.0,18.0,21.0,21.0,16.0,18.0,18.0,22.0,14.0,24.0,23.0,22.0,13.0,20.0,26.0,26.0,23.0,16.0,17.0,14.0,16.0,18.0,15.0,20.0,16.0,19.0,17.0,20.0,17.0,16.0,15.0,20.0,16.0,16.0,17.0,15.0,16.0,16.0,18.0,21.0,16.0,16.0,19.0,19.0,15.0,17.0,16.0,19.0,14.0,20.0,18.0,19.0,14.0,17.0,20.0,21.0,20.0,16.0,14.0,16.0,16.0,16.0,14.0,17.0,16.0,17.0,16.0,17.0,17.0,16.0,7.0,12.0,8.0,7.0,9.0,8.0,8.0,7.0,10.0,11.0,8.0,8.0,10.0,10.0,6.0,8.0,8.0,10.0,7.0,11.0,9.0,10.0,7.0,9.0,11.0,12.0,11.0,8.0,7.0,7.0,9.0,8.0,7.0,10.0,7.0,8.0,8.0,10.0,8.0,8.0,69.0,68.0,71.0,70.0,65.0,58.0,66.0,65.0,61.0,62.0,71.0,65.0,63.0,59.0,67.0,62.0,58.0,60.0,71.0,68.0,65.0,61.0,78.0,68.0,67.0,59.0,68.0,73.0,53.0,77.0,67.0,57.0,58.0,55.0,73.0,63.0,61.0,61.0,74.0,66.0
110229,18.0,17.0,16.0,16.0,16.0,16.0,15.0,17.0,18.0,16.0,14.0,17.0,18.0,16.0,15.0,16.0,16.0,16.0,15.0,19.0,16.0,16.0,16.0,17.0,17.0,16.0,18.0,18.0,17.0,16.0,15.0,17.0,18.0,16.0,14.0,18.0,17.0,16.0,14.0,14.0,17.0,16.0,17.0,18.0,18.0,16.0,17.0,18.0,19.0,17.0,16.0,17.0,18.0,17.0,15.0,18.0,17.0,16.0,16.0,20.0,17.0,16.0,17.0,18.0,18.0,16.0,17.0,18.0,18.0,17.0,16.0,18.0,18.0,17.0,16.0,19.0,17.0,16.0,16.0,17.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,11.0,11.0,10.0,8.0,11.0,11.0,9.0,9.0,10.0,10.0,10.0,9.0,13.0,10.0,10.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,9.0,9.0,9.0,11.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,54.0,43.0,47.0,55.0,54.0,48.0,52.0,58.0,63.0,49.0,49.0,57.0,61.0,49.0,46.0,56.0,58.0,46.0,46.0,57.0,56.0,47.0,50.0,58.0,57.0,46.0,47.0,54.0,53.0,47.0,58.0,61.0,65.0,50.0,50.0,55.0,56.0,46.0,47.0,60.0
110285,14.0,20.0,20.0,19.0,15.0,23.0,25.0,18.0,20.0,28.0,29.0,16.0,13.0,22.0,24.0,17.0,16.0,23.0,24.0,18.0,14.0,24.0,22.0,17.0,12.0,22.0,22.0,18.0,16.0,22.0,21.0,20.0,13.0,22.0,19.0,17.0,11.0,22.0,20.0,16.0,15.0,17.0,18.0,18.0,17.0,18.0,22.0,17.0,20.0,20.0,20.0,16.0,16.0,20.0,20.0,16.0,17.0,19.0,21.0,16.0,16.0,20.0,19.0,15.0,14.0,19.0,19.0,16.0,16.0,19.0,18.0,18.0,14.0,18.0,18.0,16.0,14.0,17.0,17.0,15.0,9.0,10.0,11.0,10.0,11.0,11.0,13.0,11.0,12.0,14.0,12.0,10.0,9.0,12.0,12.0,10.0,10.0,11.0,12.0,10.0,9.0,11.0,12.0,10.0,9.0,11.0,11.0,11.0,9.0,12.0,11.0,10.0,8.0,11.0,10.0,9.0,9.0,10.0,10.0,9.0,47.0,45.0,47.0,47.0,48.0,49.0,50.0,46.0,51.0,49.0,51.0,46.0,46.0,48.0,48.0,45.0,48.0,48.0,44.0,43.0,46.0,50.0,46.0,41.0,42.0,48.0,48.0,46.0,46.0,49.0,47.0,43.0,41.0,50.0,49.0,46.0,44.0,49.0,45.0,42.0
110287,24.0,15.0,18.0,12.0,24.0,14.0,15.0,12.0,24.0,20.0,10.0,15.0,24.0,17.0,12.0,12.0,22.0,11.0,12.0,15.0,21.0,21.0,12.0,14.0,21.0,13.0,14.0,16.0,21.0,16.0,11.0,15.0,21.0,15.0,16.0,17.0,21.0,19.0,11.0,17.0,20.0,17.0,19.0,16.0,20.0,16.0,17.0,16.0,20.0,19.0,14.0,17.0,20.0,18.0,15.0,15.0,19.0,15.0,19.0,17.0,19.0,18.0,15.0,15.0,19.0,16.0,16.0,16.0,18.0,20.0,16.0,16.0,19.0,18.0,19.0,17.0,18.0,21.0,15.0,16.0,10.0,7.0,8.0,6.0,10.0,6.0,7.0,6.0,10.0,7.0,5.0,7.0,10.0,7.0,5.0,4.0,9.0,6.0,9.0,7.0,8.0,9.0,5.0,8.0,8.0,7.0,7.0,7.0,8.0,10.0,6.0,8.0,7.0,7.0,9.0,10.0,8.0,9.0,5.0,7.0,76.0,85.0,90.0,86.0,76.0,86.0,92.0,92.0,76.0,81.0,99.0,86.0,76.0,87.0,98.0,100.0,75.0,90.0,102.0,92.0,76.0,82.0,107.0,55.0,76.0,100.0,98.0,87.0,74.0,103.0,117.0,86.0,81.0,85.0,119.0,96.0,78.0,81.0,104.0,76.0
110396,12.0,15.0,12.0,12.0,12.0,15.0,13.0,11.0,11.0,14.0,14.0,10.0,11.0,16.0,12.0,11.0,11.0,14.0,14.0,12.0,10.0,13.0,13.0,10.0,11.0,15.0,11.0,11.0,10.0,13.0,7.0,9.0,10.0,13.0,13.0,9.0,10.0,11.0,12.0,10.0,13.0,16.0,14.0,14.0,13.0,16.0,15.0,12.0,12.0,16.0,15.0,14.0,12.0,16.0,13.0,12.0,12.0,16.0,16.0,10.0,12.0,15.0,14.0,12.0,12.0,16.0,14.0,12.0,12.0,15.0,12.0,12.0,12.0,15.0,15.0,10.0,12.0,12.0,15.0,11.0,6.0,6.0,6.0,5.0,6.0,8.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,7.0,5.0,6.0,6.0,6.0,4.0,54.0,64.0,69.0,55.0,54.0,62.0,65.0,56.0,54.0,64.0,60.0,63.0,51.0,65.0,57.0,57.0,51.0,63.0,74.0,49.0,56.0,66.0,64.0,48.0,51.0,62.0,61.0,48.0,56.0,60.0,65.0,37.0,62.0,64.0,69.0,36.0,56.0,57.0,80.0,47.0
110416,13.0,17.0,13.0,16.0,18.0,18.0,13.0,15.0,13.0,15.0,16.0,16.0,12.0,17.0,14.0,14.0,18.0,18.0,14.0,16.0,12.0,18.0,15.0,17.0,18.0,19.0,13.0,15.0,18.0,17.0,14.0,12.0,10.0,16.0,14.0,16.0,19.0,22.0,15.0,14.0,13.0,16.0,14.0,14.0,17.0,16.0,14.0,14.0,13.0,15.0,18.0,15.0,13.0,17.0,15.0,14.0,16.0,16.0,14.0,15.0,13.0,16.0,15.0,15.0,16.0,17.0,14.0,14.0,16.0,16.0,15.0,13.0,12.0,15.0,15.0,15.0,18.0,18.0,14.0,14.0,8.0,7.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,7.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,9.0,6.0,6.0,8.0,8.0,7.0,5.0,4.0,7.0,7.0,8.0,8.0,10.0,6.0,6.0,63.0,62.0,67.0,70.0,66.0,59.0,60.0,62.0,65.0,70.0,61.0,68.0,65.0,55.0,68.0,71.0,65.0,63.0,74.0,68.0,64.0,74.0,69.0,68.0,64.0,63.0,68.0,67.0,64.0,63.0,78.0,70.0,64.0,64.0,70.0,69.0,71.0,61.0,69.0,71.0
110419,18.0,15.0,10.0,14.0,17.0,17.0,11.0,14.0,18.0,18.0,11.0,13.0,19.0,16.0,10.0,11.0,18.0,14.0,10.0,14.0,18.0,18.0,11.0,13.0,19.0,14.0,12.0,17.0,16.0,18.0,9.0,15.0,18.0,16.0,11.0,13.0,17.0,19.0,16.0,16.0,18.0,15.0,14.0,14.0,16.0,16.0,14.0,15.0,18.0,19.0,15.0,15.0,19.0,17.0,14.0,12.0,17.0,16.0,15.0,14.0,18.0,18.0,15.0,15.0,19.0,16.0,14.0,16.0,15.0,18.0,14.0,16.0,18.0,17.0,15.0,14.0,16.0,19.0,16.0,18.0,7.0,7.0,5.0,6.0,6.0,8.0,5.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,6.0,5.0,7.0,7.0,5.0,7.0,8.0,7.0,6.0,8.0,8.0,7.0,5.0,7.0,6.0,9.0,5.0,7.0,9.0,7.0,6.0,6.0,6.0,8.0,7.0,11.0,75.0,72.0,88.0,76.0,74.0,73.0,81.0,78.0,78.0,81.0,94.0,81.0,81.0,79.0,87.0,74.0,77.0,83.0,104.0,86.0,81.0,87.0,97.0,67.0,81.0,93.0,86.0,75.0,73.0,84.0,97.0,79.0,83.0,89.0,98.0,70.0,59.0,74.0,71.0,87.0
110447,157.0,23.0,11.0,16.0,21.0,22.0,12.0,15.0,21.0,18.0,10.0,16.0,25.0,21.0,11.0,16.0,25.0,23.0,10.0,15.0,21.0,23.0,10.0,18.0,25.0,25.0,13.0,18.0,21.0,24.0,7.0,18.0,17.0,23.0,10.0,15.0,17.0,23.0,16.0,17.0,150.0,20.0,14.0,14.0,18.0,19.0,14.0,14.0,18.0,17.0,11.0,14.0,19.0,20.0,13.0,12.0,19.0,18.0,14.0,13.0,18.0,19.0,15.0,16.0,19.0,20.0,14.0,15.0,18.0,19.0,10.0,14.0,16.0,19.0,12.0,13.0,15.0,18.0,17.0,13.0,132.0,11.0,7.0,6.0,9.0,10.0,6.0,6.0,9.0,8.0,4.0,7.0,10.0,10.0,6.0,5.0,10.0,8.0,6.0,4.0,8.0,9.0,7.0,9.0,10.0,10.0,6.0,7.0,8.0,11.0,4.0,7.0,7.0,10.0,4.0,6.0,7.0,10.0,8.0,6.0,180.0,69.0,85.0,64.0,70.0,60.0,82.0,66.0,74.0,68.0,69.0,66.0,73.0,72.0,78.0,64.0,73.0,63.0,80.0,70.0,74.0,76.0,92.0,80.0,73.0,64.0,84.0,70.0,74.0,66.0,67.0,66.0,74.0,65.0,82.0,65.0,66.0,67.0,81.0,65.0
110453,20.0,14.0,40.0,20.0,22.0,35.0,11.0,10.0,22.0,13.0,24.0,23.0,27.0,29.0,22.0,19.0,20.0,17.0,21.0,29.0,18.0,15.0,13.0,18.0,19.0,14.0,24.0,27.0,18.0,12.0,28.0,18.0,18.0,10.0,35.0,22.0,16.0,37.0,11.0,12.0,18.0,17.0,31.0,20.0,19.0,28.0,17.0,16.0,19.0,15.0,20.0,19.0,23.0,24.0,20.0,17.0,19.0,17.0,17.0,23.0,19.0,14.0,19.0,18.0,19.0,14.0,20.0,21.0,19.0,18.0,26.0,20.0,17.0,11.0,25.0,18.0,14.0,27.0,18.0,15.0,9.0,8.0,16.0,10.0,10.0,13.0,7.0,6.0,10.0,7.0,9.0,9.0,12.0,11.0,8.0,8.0,10.0,8.0,8.0,12.0,9.0,6.0,8.0,8.0,8.0,7.0,10.0,10.0,10.0,7.0,12.0,8.0,8.0,5.0,12.0,9.0,7.0,13.0,7.0,7.0,56.0,99.0,67.0,67.0,54.0,69.0,102.0,107.0,59.0,65.0,55.0,47.0,59.0,60.0,61.0,51.0,62.0,80.0,47.0,66.0,64.0,47.0,104.0,78.0,65.0,62.0,55.0,54.0,79.0,99.0,73.0,79.0,64.0,72.0,53.0,50.0,43.0,61.0,128.0,88.0
110579,13.0,20.0,20.0,17.0,13.0,22.0,19.0,18.0,13.0,27.0,20.0,18.0,11.0,20.0,23.0,18.0,17.0,21.0,20.0,16.0,46.0,20.0,20.0,25.0,17.0,22.0,21.0,17.0,85.0,19.0,19.0,16.0,16.0,22.0,19.0,16.0,17.0,22.0,22.0,19.0,14.0,19.0,19.0,15.0,14.0,20.0,18.0,17.0,15.0,24.0,18.0,17.0,11.0,19.0,21.0,17.0,17.0,19.0,18.0,15.0,44.0,18.0,19.0,22.0,17.0,20.0,19.0,16.0,80.0,18.0,18.0,16.0,15.0,20.0,18.0,17.0,17.0,20.0,20.0,18.0,7.0,11.0,10.0,7.0,7.0,11.0,9.0,8.0,7.0,14.0,10.0,9.0,6.0,10.0,13.0,8.0,9.0,10.0,10.0,8.0,38.0,10.0,10.0,13.0,9.0,11.0,11.0,9.0,69.0,10.0,10.0,9.0,8.0,12.0,10.0,9.0,10.0,12.0,11.0,10.0,49.0,52.0,55.0,53.0,49.0,51.0,55.0,55.0,53.0,56.0,53.0,49.0,49.0,51.0,49.0,53.0,53.0,48.0,53.0,50.0,69.0,55.0,52.0,47.0,51.0,53.0,50.0,51.0,111.0,54.0,52.0,45.0,47.0,55.0,53.0,52.0,56.0,52.0,51.0,62.0
